169086.city,mISABELA,ISABELA
56781.lname,os,Bos
161547.lname,Malavais,Malavasi
90355.phone,8q20-5221,820-5221
108673.statevalue,R,AR
183996.gender,mF,F
68508.statevalue,YN,NY
2384.fname,Joan,Joann
42920.statevalue,A,GA
153520.maritalstatus,***,S
55710.gender,,F
116165.statevalue,D,ID
114493.fname,Amalbia,Amalia
108024.haschild,rY,Y
162512.gender,tF,F
7375.phone,895-7960,895-9760
172545.maritalstatus,***,M
14.city,RCOHELLE,ROCHELLE
112889.lname,Lieshnout,Lieshout
120162.statevalue,bWA,WA
614.city,ASnHEVILLE,ASHEVILLE
166623.statevalue,SK,KS
108265.city,BALTC,BALTIC
58835.statevalue,C,DC
39874.phone,54-1226,541-1226
79132.statevalue,zNC,NC
197087.lname,rYamagami,Yamagami
148180.fname,oJrn,Jorn
136607.city,FORAN,FORGAN
120566.haschild,,Y
174003.fname,Avinoma,Avinoam
132259.haschild,jY,Y
70502.phone,68m6-4089,686-4089
115439.phone,327-1736,327-1763
60739.city,GREENeFIELD,GREENFIELD
3320.fname,hCiranjit,Chiranjit
121987.city,HyARRIET,HARRIET
62756.statevalue,AL,LA
132008.city,PANAMA CTY,PANAMA CITY
80117.maritalstatus,***,S
149660.city,FLgENSBURG,FLENSBURG
45781.haschild,,Y
144713.gender,,M
19988.maritalstatus,,M
36334.gender,yM,M
184601.statevalue,HO,OH
195759.fname,Madnira,Mandira
84267.haschild,fY,Y
48183.gender,,M
80808.maritalstatus,,S
168491.city,NEW ADEN,NEW BADEN
5054.areacode,702.0,814
147856.phone,225-485,225-4885
90064.city,ROCKVILLxE,ROCKVILLE
51049.lname,Kaae***,Kaae
184727.fname,Weicogn,Weicong
96757.city,PRERY,PERRY
123417.city,WAINWRGIHT,WAINWRIGHT
165561.haschild,lY,Y
48607.gender,***,M
71450.fname,Heesugn,Heesung
159867.city,SOUTHg HAVEN,SOUTH HAVEN
134356.haschild,,Y
64215.gender,***,F
26605.gender,***,M
137741.statevalue,YK,KY
157305.gender,tM,M
172436.lname,Gonzailes,Gonzales
7008.haschild,,Y
70870.gender,***,F
170310.fname,Hanleh,Haleh
142931.city,CAVE ITY,CAVE CITY
163376.fname,Johnnes,Johannes
15838.lname,Enstier,Estier
173377.gender,xM,M
123910.fname,uXding,Xuding
152465.city,EPTTIBONE,PETTIBONE
189752.lname,eyn,Peyn
58751.lname,Gillreon,Gilleron
188259.fname,Georhios,Georghios
55052.lname,Batten,Bratten
35183.statevalue,SK,KS
94708.statevalue,IiD,ID
191399.gender,,M
164541.haschild,***,N
15755.haschild,,Y
48338.haschild,,N
35711.lname,Catra,Carta
11409.gender,***,M
75227.phone,2175862,217-5862
64782.statevalue,qLA,LA
172412.gender,***,F
42995.fname,Zhexmue,Zhexue
105583.haschild,***,Y
190564.city,COLUMUBS,COLUMBUS
143166.fname,Murguanandan,Muruganandan
112344.statevalue,NbD,ND
169228.phone,68-6025,684-6025
171430.phone,90-1582,908-1582
181442.lname,Biter,Bitner
197616.maritalstatus,mS,S
113290.gender,***,M
59406.fname,Lanjyu,Lanju
98882.maritalstatus,***,S
65183.city,AIMWLEL,AIMWELL
79199.statevalue,O,MO
136665.statevalue,mAK,AK
83972.statevalue,LF,FL
188380.haschild,kY,Y
72895.fname,zChien,Chien
973.areacode,702.0,939
11176.city,RICHMODN,RICHMOND
75527.lname,raeger,Praeger
19332.fname,Jhny,Johny
36215.fname,Kisrk,Kirk
1551.areacode,862.0,229
96237.lname,Mejtallidou,Metallidou
135.zip,54121.0,70401
73164.haschild,,Y
6067.fname,Sudhanshu,Heneik
133601.phone,171-11y23,171-1123
125860.haschild,***,Y
151469.maritalstatus,***,M
143879.statevalue,VN,NV
62749.statevalue,TC,CT
169999.phone,294-127,294-1427
30678.city,STmRONG,STRONG
150784.fname,Sankarn,Sankaran
65346.haschild,***,Y
172210.statevalue,KA,AK
159601.city,cELLISTON,ELLISTON
48856.fname,Yogebn,Yogen
5661.lname,Periliev,Pericliev
158470.maritalstatus,***,S
187019.lname,rBoeg,Broeg
183324.maritalstatus,vS,S
182651.city,CONRAHT,CONRATH
125616.phone,s623-2634,623-2634
42313.city,INDIANAPOLSI,INDIANAPOLIS
148909.maritalstatus,zM,M
101013.fname,Seiici,Seiichi
3128.fname,Johnarthan,Johnathan
139614.lname,alard,Balard
88911.maritalstatus,yM,M
49018.fname,usann,Susann
21721.fname,Martijin,Martijn
166345.fname,Noiro,Norio
165119.lname,Leart,Lewart
94535.haschild,,Y
5515.statevalue,L,FL
106852.lname,Birckell,Brickell
102167.phone,r852-5992,852-5992
882.gender,***,M
47910.fname,Yogeehs,Yogeesh
159031.haschild,qN,N
89056.statevalue,X,TX
166054.maritalstatus,,S
47079.fname,Takahhito,Takahito
4621.zip,89140.0,67566
73312.haschild,***,N
47603.fname,ybrid,Mybrid
136544.statevalue,sMA,MA
109504.maritalstatus,,S
94277.haschild,***,Y
24451.haschild,,N
40685.statevalue,L,AL
61800.city,HARRISBUGR,HARRISBURG
115252.haschild,***,N
49152.haschild,***,N
93670.haschild,,N
141824.haschild,cY,Y
70618.maritalstatus,,S
155597.statevalue,R,AR
12837.phone,49l1-9555,491-9555
159808.lname,Zajc,Zajac
163649.lname,Mcandless,McCandless
177844.gender,***,F
144057.gender,gF,F
30514.city,zALDER,ALDER
86392.haschild,***,Y
46286.haschild,,N
156543.gender,***,M
78271.maritalstatus,iS,S
185961.fname,Sejio,Seijo
581.zip,54121.0,36581
176831.haschild,,Y
87256.lname,Rofuogaran,Rofougaran
100296.statevalue,OzH,OH
135190.gender,,M
35769.lname,OiRain,ORiain
121977.phone,7r92-9107,792-9107
92150.city,ARCIBO,ARECIBO
8862.haschild,,Y
58990.lname,Lun,Lunn
115945.gender,,F
131127.maritalstatus,,M
5211.statevalue,D,MD
13957.fname,Artyoom,Artyom
161953.statevalue,kAK,AK
61010.haschild,***,N
147537.maritalstatus,jM,M
105687.fname,Xioagang,Xiaogang
147074.phone,18-8437,168-8437
45672.lname,olares,Solares
88501.haschild,,Y
84938.lname,Lafsortune,Lafortune
165703.haschild,***,N
20317.lname,Lvcov,Lvov
129998.maritalstatus,,M
191100.gender,,M
184196.phone,827-2590,827-2509
18268.gender,rF,F
38482.haschild,uN,N
111415.statevalue,K,AK
192485.city,IRONSDIE,IRONSIDE
44875.statevalue,OxR,OR
64056.lname,uivila,Kuivila
115292.haschild,,Y
34792.gender,gF,F
63559.maritalstatus,***,M
148146.lname,Wacolder,Wacholder
113631.gender,***,M
78580.fname,Kotao,Kotaro
2772.gender,,F
2849.city,xWENDOVER,WENDOVER
7898.areacode,501.0,304
168970.haschild,mY,Y
39094.phone,459-727,459-9727
117846.gender,,M
185414.fname,Maneesih,Maneesh
111161.maritalstatus,***,S
99438.phone,68-2248,168-2248
11064.gender,***,M
196261.lname,shemkalyani,Kshemkalyani
41173.maritalstatus,***,M
128105.phone,221-1429,221-4129
198938.gender,,M
83634.maritalstatus,zS,S
35310.lname,Conheneey,Conheeney
74276.haschild,,N
5014.haschild,,Y
146759.fname,Romulsu,Romulus
70296.haschild,oN,N
19687.maritalstatus,***,S
18266.haschild,***,N
115765.gender,***,F
83649.city,ONCORD,CONCORD
86340.gender,,F
47660.gender,gM,M
23051.fname,Guanhui,Guanghui
177856.gender,sF,F
120071.fname,Gerine,Gerrine
196799.city,OLORADO SPRINGS,COLORADO SPRINGS
183923.lname,Mssalin,Massalin
2549.gender,***,F
145338.lname,Grigorev,Grigoryev
2132.areacode,501.0,262
176990.maritalstatus,***,M
96587.lname,Pggio,Poggio
111249.haschild,dN,N
83655.haschild,,N
76253.haschild,***,Y
571.zip,54121.0,25849
176696.maritalstatus,nM,M
76865.phone,221-400,221-4030
41674.fname,Iqabl,Iqbal
37244.gender,***,M
46359.statevalue,K,AK
133898.statevalue,PyA,PA
171818.gender,***,M
124165.maritalstatus,***,S
53728.city,CAUVIN,CHAUVIN
142177.lname,Fauor,Faour
196072.city,MRAICAO,MARICAO
84163.city,CABO ROOJ,CABO ROJO
3040.fname,Belen,Kristof
158325.fname,Svitelana,Svietlana
43001.haschild,,Y
119859.phone,161-289,161-2789
4612.fname,Xiangning,Senol
60431.gender,***,F
306.areacode,702.0,256
101829.gender,***,M
141071.city,SIDNnEY,SIDNEY
115043.statevalue,X,TX
27365.phone,812-3882,812-3828
149961.maritalstatus,mS,S
55513.gender,***,F
72797.fname,Chnengfei,Chengfei
4945.fname,Xiangning,Arunprasad
165959.statevalue,D,SD
88264.statevalue,JN,NJ
8723.gender,qF,F
162277.statevalue,E,NE
185325.gender,rM,M
124774.statevalue,RO,OR
36436.city,HARTFODR,HARTFORD
168511.lname,Kribel,Kriebel
104131.maritalstatus,,M
3371.city,ERSTON,RESTON
50174.statevalue,kNH,NH
80213.maritalstatus,,M
59578.city,KINGMAzN,KINGMAN
156678.statevalue,kCA,CA
33034.haschild,bY,Y
156421.statevalue,K,AK
29414.gender,kM,M
14206.statevalue,AdK,AK
103914.haschild,,N
70404.phone,1147-133,114-7133
124514.phone,536-4346,536-4364
7209.areacode,501.0,724
109740.haschild,eN,N
98509.gender,,M
5462.areacode,501.0,202
86497.city,MARBLE FLALS,MARBLE FALLS
99737.phone,87-9651,387-9651
91618.maritalstatus,,S
119503.maritalstatus,***,S
169727.city,WEST JEFFRESON,WEST JEFFERSON
173999.phone,483-741,483-7471
61155.haschild,nY,Y
75217.statevalue,TU,UT
123043.fname,Daisue,Daisuke
151570.lname,Codhenie,Codenie
110851.haschild,,N
123262.phone,n693-2592,693-2592
36375.maritalstatus,,S
105566.fname,Laine,Lamine
38416.phone,203-18m73,203-1873
1501.fname,Belen,Donko
154675.phone,119-x5627,119-5627
106005.fname,Fracnois,Francois
193728.fname,Geppiono,Geppino
182062.fname,Ykie,Yike
172713.maritalstatus,,S
58933.statevalue,K,AK
100134.gender,,M
2391.zip,72640.0,1139
2564.fname,Nik,Thiagarajan
88296.statevalue,IR,RI
47619.phone,45-09881,450-9881
83539.haschild,***,Y
50276.city,TOPKEA,TOPEKA
56412.maritalstatus,***,M
186158.gender,,M
135238.haschild,,N
188129.city,ARCELONETA,BARCELONETA
91448.haschild,,Y
108210.fname,Xiagnfeng,Xiangfeng
25609.haschild,,N
128866.haschild,,N
196271.phone,727-240i9,727-2409
2375.areacode,501.0,808
115367.phone,2543412,254-3412
184938.haschild,rN,N
114068.lname,Kobisa,Kobsa
140048.statevalue,D,ND
175065.gender,,M
2966.zip,8203.0,22180
62912.gender,,F
196991.maritalstatus,,M
107023.lname,Romeimn,Romein
8033.fname,Xiangning,Ayal
137590.phone,415-148,415-2148
155606.phone,105-89e85,105-8985
63699.lname,Piitulanen,Piitulainen
184983.haschild,bN,N
56277.gender,,M
198667.city,BAJADuERO,BAJADERO
3329.city,ENW GALILEE,NEW GALILEE
144173.statevalue,McO,MO
13072.statevalue,OM,MO
64256.phone,519-i8030,519-8030
169539.statevalue,mND,ND
164303.haschild,***,Y
26600.phone,2p86-3771,286-3771
26934.statevalue,RP,PR
40385.haschild,fY,Y
31631.lname,Whitewner,Whitener
48525.statevalue,A,WA
99718.haschild,,N
23640.lname,Ggyimothy,Gyimothy
7197.areacode,702.0,864
163769.phone,41-5909,411-5909
84582.phone,9039-408,903-9408
7222.phone,77-5948,377-5948
171562.phone,675-5506,675-5560
148054.gender,gM,M
15361.gender,,M
102197.fname,Gerogy,Georgy
77675.maritalstatus,***,M
107837.city,PNOCE,PONCE
101733.statevalue,K,AK
131797.maritalstatus,lS,S
113103.statevalue,KA,AK
195491.statevalue,fAK,AK
79271.statevalue,iMI,MI
44849.city,NORTH oSALEM,NORTH SALEM
156100.gender,***,F
102615.city,MEAS,MESA
139978.gender,***,F
87962.statevalue,vPR,PR
109518.maritalstatus,kS,S
167099.statevalue,LF,FL
82354.gender,***,M
154770.gender,iM,M
193012.city,bLA VERNE,LA VERNE
17369.lname,kBozzano,Bozzano
163372.phone,63-1441,863-1441
90468.lname,Brighqtwell,Brightwell
53566.haschild,***,N
134045.statevalue,K,AK
117107.city,WHINEY,WHITNEY
20351.gender,***,F
123676.gender,,F
115871.fname,Djun,Dajun
45225.statevalue,K,AK
51890.city,COvLUMBUS,COLUMBUS
94396.statevalue,K,AK
80234.statevalue,iOK,OK
112543.haschild,,N
125383.city,AYAGUEZ,MAYAGUEZ
209.fname,Belen,JongMin
44437.city,VICTvORIA,VICTORIA
139880.lname,Pivzkina,Pivkina
197933.gender,,M
189580.maritalstatus,,S
41687.lname,Stdal,Stadl
180084.statevalue,KA,AK
174751.maritalstatus,,S
112342.maritalstatus,***,S
65288.statevalue,wAK,AK
88164.maritalstatus,jS,S
76720.lname,Gryaef,Graef
58159.gender,***,F
175463.gender,gM,M
83072.city,PEEBLSE,PEEBLES
88832.haschild,eY,Y
15544.city,WIKLES BARRE,WILKES BARRE
97603.city,RVERSIDE,RIVERSIDE
159622.statevalue,bAK,AK
122089.fname,Falguin,Falguni
85054.phone,6629-392,662-9392
1651.zip,54121.0,97240
135900.lname,Buskute,Bhuskute
88572.city,CAUY,CAMUY
160297.city,GREHAM,GRESHAM
113608.maritalstatus,dS,S
79938.city,OSGAE,OSAGE
103917.phone,552-966,552-9766
186213.lname,Angiulvli,Angiulli
196336.city,LOCHKART,LOCKHART
96020.fname,Xiangyng,Xiangyang
143606.lname,Calreton,Carleton
23258.maritalstatus,fS,S
105362.lname,Skafdias,Skafidas
71726.phone,684-9370,684-3970
115919.maritalstatus,eS,S
1787.fname,Sudhanshu,Pierce
16163.maritalstatus,***,M
169813.haschild,***,Y
82490.statevalue,A,CA
193652.haschild,,N
72590.statevalue,CS,SC
122182.fname,Huaan,Huayan
130265.phone,174-6k583,174-6583
192443.haschild,,Y
112943.fname,Xinhvau,Xinhau
110484.lname,Bhndari,Bhandari
3494.phone,943-1616,943-1661
154089.city,PArTILLAS,PATILLAS
76907.haschild,***,N
141805.haschild,,Y
155347.statevalue,AV,VA
181966.phone,970-547,970-1547
5201.areacode,702.0,435
174887.gender,,M
195971.city,GREENWOOD***,GREENWOOD
401.fname,Heznk,Henk
127828.city,WEST AFAYETTE,WEST LAFAYETTE
110658.lname,Amendolxa,Amendola
163449.statevalue,DM,MD
97418.maritalstatus,***,S
180677.statevalue,MiE,ME
120757.fname,Belal,Bella
194595.haschild,,Y
104040.maritalstatus,bM,M
68667.city,VIjLLANUEVA,VILLANUEVA
80654.maritalstatus,hM,M
40930.gender,***,F
162942.phone,80-56135,805-6135
183905.gender,jF,F
7832.phone,15-92934,159-2934
125574.gender,***,M
58000.lname,Kloedenn,Kloeden
15519.gender,tF,F
138998.maritalstatus,gM,M
44419.haschild,,N
7228.haschild,aY,Y
99418.haschild,***,Y
197224.lname,Ireardi,Ierardi
153971.lname,Nouprani,Nourani
23046.lname,isbett,Aisbett
83992.fname,Janying,Jianying
152276.fname,Baiuj,Baiju
156844.fname,Yono,Yoon
136531.statevalue,tNV,NV
66612.lname,Raucyh,Rauch
130550.statevalue,K,AK
61003.maritalstatus,oM,M
64319.haschild,,N
146412.phone,198-192,198-1592
36229.gender,cF,F
101132.gender,***,M
102913.maritalstatus,,M
156168.maritalstatus,,M
162669.haschild,,N
170589.fname,Rohn,Ron
185317.lname,Bion,Biron
12938.statevalue,fCT,CT
147023.phone,312-1559,312-1595
146049.lname,Gorabine,Goraine
193437.haschild,mN,N
80559.phone,49-8214,429-8214
49603.gender,,M
23649.fname,Taeok,Taeko
176923.gender,***,F
176806.gender,***,F
132612.maritalstatus,,M
98123.statevalue,KA,AK
78169.lname,riffioen,Griffioen
135211.lname,Stefaniin,Stefanini
123773.statevalue,A,VA
162682.fname,Tsogn,Tsong
195072.maritalstatus,,S
34641.maritalstatus,***,S
139030.gender,,F
99129.lname,Diler,Dilger
132811.haschild,,Y
101734.fname,jRoelof,Roelof
2771.zip,54121.0,49881
67548.fname,Adzegbeniga,Adegbeniga
101247.haschild,,Y
1781.areacode,862.0,631
19860.statevalue,YW,WY
79058.city,FARIMNGTON,FARMINGTON
89656.fname,Fraknlin,Franklin
94134.fname,tIvan,Ivan
158452.maritalstatus,sM,M
179718.gender,,M
29309.gender,mF,F
162245.haschild,xN,N
16559.gender,yF,F
164003.haschild,mY,Y
819.zip,8203.0,29202
114566.lname,Malzzbender,Malzbender
87910.statevalue,R,PR
94188.city,CAGUSA,CAGUAS
80303.statevalue,NfC,NC
145175.fname,Takcatoshi,Takatoshi
163876.lname,Edmonwdson,Edmondson
55405.city,EGA BAJA,VEGA BAJA
177669.phone,512-5478,152-5478
4151.city,C GILL,MC GILL
53847.statevalue,uVT,VT
115664.statevalue,xNE,NE
31346.phone,502z-6272,502-6272
76476.lname,Botuscarov,Botuscharov
34547.city,OCLUMBIA,COLUMBIA
70009.gender,iM,M
321.zip,8203.0,34285
98848.lname,Dh,Doh
45104.haschild,***,Y
99297.maritalstatus,***,S
75487.fname,aekyong,Taekyong
162081.city,ENFIEDL,ENFIELD
79747.city,SAN JAUN,SAN JUAN
62233.city,LYNOS,LYONS
184062.statevalue,NlC,NC
139769.statevalue,DN,ND
115585.gender,***,M
176689.gender,***,F
96092.fname,Xiaoewi,Xiaowei
141960.statevalue,MtT,MT
169591.phone,79-1626,790-1626
5772.areacode,501.0,251
167973.phone,802-28k15,802-2815
110491.haschild,,N
29943.phone,75o3-8948,753-8948
1610.gender,***,F
37882.lname,Wikandr,Wikander
145091.fname,Katsuhiuko,Katsuhiko
164010.city,BOSTNO,BOSTON
583.statevalue,ED,DE
197474.haschild,,Y
132319.phone,327-23f43,327-2343
6340.fname,Sudhanshu,Keerthi
132426.maritalstatus,***,S
91494.lname,Thomasest,Thomasset
124268.phone,130-54w50,130-5450
92633.fname,Zeer,Zeger
152277.city,SALT LAKE CIYT,SALT LAKE CITY
145571.city,BOQUEON,BOQUERON
65804.lname,Monanrd,Monnard
120030.city,ISMYA,ISMAY
34307.statevalue,fAK,AK
170582.fname,Paticia,Patricia
153439.maritalstatus,***,S
34881.phone,254v-7938,254-7938
32001.city,FAIRFILED,FAIRFIELD
648.zip,78521.0,53233
160988.lname,Baawa,Basawa
125852.city,GLACSO,GLASCO
126392.statevalue,zSD,SD
77748.statevalue,Y,NY
79267.phone,238-7655,283-7655
112990.phone,z289-6723,289-6723
78438.lname,Tarditsi,Tarditi
137236.maritalstatus,,M
152406.fname,vOe,Ove
47677.haschild,,Y
194026.lname,Rachke,Raschke
151490.phone,8911-357,891-1357
113857.phone,979-7908,979-9708
5788.fname,oey,Joey
175446.statevalue,TU,UT
33812.maritalstatus,,M
2409.fname,Belen,Markus
3238.haschild,,N
43772.gender,oF,F
51522.lname,Nandavra,Nandavar
73311.haschild,,Y
51923.lname,Kropdf,Kropf
135426.city,BONLzEE,BONLEE
55486.lname,audill,Caudill
122635.haschild,,Y
181856.gender,,M
7559.phone,95-9267,955-9267
40598.city,KANEHE,KANEOHE
2045.zip,78521.0,61880
76108.phone,274-9138,274-9318
638.zip,72640.0,29590
178818.gender,gF,F
14109.maritalstatus,,M
42049.haschild,,N
193171.fname,Satyanarayaan,Satyanarayana
138473.statevalue,fDE,DE
13215.lname,Buttazzvo,Buttazzo
109181.lname,aDni,Dani
90966.gender,,M
21747.gender,oM,M
92056.statevalue,A,IA
81742.city,WASHIGNTON,WASHINGTON
57642.statevalue,RP,PR
17028.gender,mM,M
1392.fname,Noag,Noga
83393.phone,1l38-7463,138-7463
193235.gender,,M
10902.fname,Weiiy,Weiyi
149542.city,BjRADLEY,BRADLEY
17218.maritalstatus,,M
92482.haschild,***,Y
148009.fname,zAzam,Azzam
50024.maritalstatus,aM,M
173899.fname,mDung,Dung
73004.lname,Eqlenbaas,Elenbaas
150186.gender,***,M
8045.haschild,aY,Y
44402.city,GLASSOTN,GLASSTON
105349.fname,spi,Aspi
93070.phone,157-5q197,157-5197
914.zip,89140.0,86315
3920.fname,Xiangning,Riccardo
100954.lname,Bolsqens,Bolsens
36332.fname,Naibh,Nabih
151058.fname,Jrorge,Jorrge
84953.statevalue,KA,AK
89258.city,FORTS TANTON,FORT STANTON
133589.statevalue,RA,AR
98436.statevalue,ZA,AZ
199166.city,ANPAKIAK,NAPAKIAK
73011.phone,96h2-7573,962-7573
6277.areacode,501.0,207
178558.fname,Bdui,Budi
324.zip,72640.0,57358
184067.haschild,***,Y
58015.city,MCOA,MOCA
115140.city,DUjPONT,DUPONT
180506.lname,Schelhl,Schell
136932.maritalstatus,***,M
114513.lname,Baretll,Bartell
114313.statevalue,O,CO
32955.maritalstatus,,M
38332.haschild,lY,Y
5798.phone,852-4y923,852-4923
73971.gender,,M
52660.lname,Hellendosom,Hellendoom
98427.statevalue,K,AK
28780.statevalue,H,OH
100293.maritalstatus,rM,M
121274.city,MERLOSE,MELROSE
80623.statevalue,MnN,MN
903.zip,72640.0,97035
81636.phone,484-2338,484-3238
1822.phone,5116-148,511-6148
123664.fname,Jyang,Juyang
2836.areacode,702.0,787
154734.city,NORTH MOMNOUTH,NORTH MONMOUTH
106672.statevalue,D,SD
155457.gender,,F
116632.gender,,F
66857.phone,427-6h631,427-6631
166415.fname,Lag,Lang
157574.lname,Srevi,Servi
111806.city,WINSTOrN,WINSTON
114150.city,WASHINGTOzN,WASHINGTON
177433.statevalue,AhK,AK
35051.fname,Muno,Mauno
91896.maritalstatus,,M
154680.maritalstatus,mM,M
130801.gender,,F
114128.statevalue,K,AK
128560.haschild,,Y
72414.phone,292-300f1,292-3001
23518.statevalue,M,NM
31557.lname,Biemann,Biermann
186691.fname,Woody***,Woody
158230.lname,cShultis,Schultis
47901.fname,Suleka,Sulekha
190365.gender,***,F
172848.city,FLORdIDA,FLORIDA
31059.maritalstatus,kM,M
17562.statevalue,CD,DC
157904.gender,,M
23886.haschild,***,N
44572.haschild,***,Y
28359.haschild,***,Y
142643.city,RINCqON,RINCON
154783.fname,Gaean,Gaetan
184635.lname,Manaucher,Manacher
49530.lname,Hlici,Halici
88256.lname,Heije,Heijne
104266.statevalue,dMI,MI
184239.city,BEAdR,BEAR
15919.lname,rBonne,Bronne
136642.phone,839-8774,839-8747
143148.city,ONCE,PONCE
113939.haschild,,Y
3730.areacode,702.0,304
194256.gender,kM,M
1614.city,SPAhRTANBURG,SPARTANBURG
154242.statevalue,SM,MS
114208.maritalstatus,***,S
154029.phone,7971487,797-1487
40805.lname,orget,Forget
7877.fname,Nimnish,Nimish
190859.gender,jM,M
75522.gender,***,F
153377.city,HANSCMO AFB,HANSCOM AFB
171781.lname,Isii,Ishii
61172.phone,02-8071,402-8071
62561.lname,iMtusi,Mitusi
154721.statevalue,K,AK
5833.fname,Sudhanshu,Kimikazu
1994.zip,20226.0,89424
41128.phone,39-2687,329-2687
3500.areacode,702.0,939
63175.phone,4n67-9270,467-9270
170395.phone,432j-2744,432-2744
3421.zip,89140.0,85343
97406.gender,,F
105187.statevalue,C,DC
54694.statevalue,iMO,MO
61352.gender,,F
181891.city,IRNO GATE,IRON GATE
104487.fname,Tssadit,Tassadit
17953.fname,Hiling,Hilding
169467.fname,Chfutimet,Chutimet
167454.gender,,M
25023.haschild,hN,N
58286.haschild,hY,Y
162537.fname,Siab,Siba
171470.fname,Madavan,Madhavan
8437.maritalstatus,***,S
107926.maritalstatus,,M
130974.gender,kF,F
99615.maritalstatus,***,S
100815.gender,qM,M
3230.zip,8203.0,71998
5780.lname,Schafr,Scharf
181365.city,ILLAMOOK,TILLAMOOK
26566.lname,Kailth,Kailath
8216.lname,Soroiamurthi,Sooriamurthi
167341.haschild,,N
148947.fname,Visti,Visit
164446.gender,lM,M
183381.gender,,F
26255.lname,Bahjr,Bahr
50643.gender,***,F
2349.zip,72640.0,84301
97436.haschild,,N
163067.phone,26-4581,826-4581
47359.city,HIBBNIG,HIBBING
149281.maritalstatus,***,M
66957.fname,Doane,Dane
38347.gender,***,M
107.zip,20226.0,70533
105678.city,DE KALB JUNTCION,DE KALB JUNCTION
56627.statevalue,KA,AK
112235.lname,Strdehl,Strehl
164944.fname,Sivio,Silvio
1552.haschild,***,Y
141163.gender,iF,F
176643.city,MESQUITwE,MESQUITE
187311.fname,Kjasi,Kasi
190858.statevalue,VdT,VT
198218.maritalstatus,,S
112242.phone,3g34-3884,334-3884
5029.statevalue,CN,NC
95709.city,PRTLAND,PORTLAND
73901.statevalue,C,DC
42460.lname,Hcatcliff,Hatcliff
810.fname,Sudhanshu,Sajid
169492.city,BEVINSVILE,BEVINSVILLE
16317.statevalue,NhM,NM
89005.gender,***,F
58997.maritalstatus,***,M
2595.fname,Belen,Shiho
663.zip,78521.0,27114
46983.fname,Meneakshy,Meenakshy
62689.statevalue,IM,MI
19604.fname,Iggor,Igor
26967.haschild,,Y
100395.city,DEARINvG,DEARING
47783.fname,alia,Galia
96178.gender,***,M
24664.city,CIALSE,CIALES
52127.maritalstatus,,M
183185.haschild,oY,Y
101395.maritalstatus,wS,S
37692.gender,eM,M
2605.zip,89140.0,10041
95589.fname,asahiro,Masahiro
28546.haschild,***,Y
1188.zip,72640.0,96846
96292.maritalstatus,***,S
6270.statevalue,CN,NC
99188.city,KELcLY,KELLY
77799.statevalue,IsA,IA
100071.phone,699-969u8,699-9698
132366.fname,Kzuhiko,Kazuhiko
173231.fname,Nathna,Nathan
194362.phone,506-8897,560-8897
179026.phone,337-727y1,337-7271
128532.city,OKAWOOD,OAKWOOD
136646.phone,738-5686,783-5686
80115.city,BIRMIGNHAM,BIRMINGHAM
7487.lname,Brios,Biros
78642.gender,kM,M
82461.statevalue,LA,AL
119418.statevalue,oTN,TN
187343.maritalstatus,***,M
